"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10733","@yee register user test case","chromium","Tue Dec 16 12:32:44 IST 2025","passed","Tue Dec 16 12:32:55 IST 2025","","Practice_Automation_excercise_1.spec.js","",""
